2	manhas: wells: manhas wells manhas
2	cjdo007-i3 manhas sonia interview transcript
2	in the health department that
2	you know i think that
2	i can't even tell you
2	wells: manhas: wells: manhas: wells
2	of46 kmetic: manhas kmetic: manhas
2	is. this document is the
2	it is. this document is
2	what it is. this document
2	is what it is. this
2	want to tell us about
2	that you were having with
2	31, 2013 page 15 of
2	july 31, 2013 page 15
2	to tell us about before
2	tell us about before we
2	how it appears and i
2	manhas wells manhas 2 wells
2	july 31, 2013 i page
2	transcript july 31, 2013 i
2	cjdo007-13 manhas sonia interview transcript
2	justice. cjdo007-13 manhas sonia interview
2	of justice. cjdo007-13 manhas sonia
2	is that the first time
2	that you guys were having
2	you guys were having an
2	guys were having an affair?
2	were having an affair? manhas:
2	that was the end of
2	july 31, 2013 page 3
2	31, 2013 page 3 of
2	department of justice. cjdo007-13 manhas
2	i didn't know that. i
2	31, 2013 page 11 of
2	july 31, 2013 page 11
2	manhas wells kmetic: wells manhas
2	i didn't- i didn't know
2	be on the panel or
2	wells mckenna: manhas wells manhas
2	mckenna: manhas wells manhas wells
2	right. this document is the
2	just- i just want to
2	mckanna: wells mckanna: manhas wells
2	wells mckanna: manhas wells manhas
2	wells manhas wells: manhas wells
2	of interview july 3 l,
2	wells: manhas wells manhas wells:
2	kemetic: manhas: kemetic: manhas kemetic:
2	manhas kemetic: manhas: kemetic: manhas
2	31, 2013 page 8 of
2	july 31, 2013 page 8
2	this this document is the
2	manhas wells kmetic: manhas 1
2	interview july 3 l, 2013
2	i've had cases where there's
2	manhas: is there no way
2	is there no way to
2	first of all i have
2	we're not gonna look at
2	the chronic disease prevention program
2	wells, special agent aag: shannon
2	mike wells, special agent aag:
2	should have paid for the
2	july 31, 2013 page 5
2	justice shall not be distributed
2	of justice shall not be
2	department of justice shall not
2	oregon department of justice shall
2	have paid for the hotel.
2	it was a bit of
2	the health services specialist position
2	the child abuse prevention program
2	don't know if you want
2	paid for the hotel. i
2	as it relates to you
2	transcript of recorded interview no.:
2	31, 2013 page 4 of
2	july 31, 2013 page 4
1	to look at that because
1	(unintelligible) go through me. okay.
1	go through me. okay. i-
1	through me. okay. i- i
1	me. okay. i- i don't
1	okay. i- i don't really
1	i- i don't really care
1	i don't really care but
1	don't really care but it's-
1	really care but it's- and
1	care but it's- and the
1	but it's- and the county
1	it's- and the county has
1	and the county has it,
1	the county has it, it's
1	county has it, it's okay.
1	has it, it's okay. i
1	it, it's okay. i don't
1	it's okay. i don't care
1	okay. i don't care per
1	i don't care per se,
1	don't care per se, you
1	care per se, you can
1	per se, you can take
1	se, you can take it.
1	you can take it. okay.
1	can take it. okay. mum:
1	take it. okay. mum: okay,
1	it. okay. mum: okay, uh
1	okay. mum: okay, uh let's
1	mum: okay, uh let's just
1	okay, uh let's just start
1	uh let's just start with
1	let's just start with a
1	just start with a little
1	start with a little history.
1	with a little history. when
1	a little history. when did
1	little history. when did you
1	history. when did you start
1	when did you start working
1	did you start working for
1	you start working for multnomah
1	start working for multnomah county?
1	working for multnomah county? originally,
1	for multnomah county? originally, way
1	multnomah county? originally, way back.
1	county? originally, way back. september
1	originally, way back. september 2000.
1	way back. september 2000. okay,
1	back. september 2000. okay, in
1	september 2000. okay, in what
1	2000. okay, in what position
1	okay, in what position were
1	in what position were you
1	what position were you in
1	position were you in at
1	were you in at that
1	you in at that time?
1	in at that time? um,
1	at that time? um, i
1	that time? um, i was
1	time? um, i was a
1	um, i was a program
1	i was a program development
1	was a program development specialist
1	a program development specialist for
1	program development specialist for what
1	development specialist for what was
1	specialist for what was then
1	for what was then called
1	what was then called a-
1	was then called a- the
1	then called a- the chi-
1	called a- the chi- the
1	a- the chi- the child
1	the chi- the child abuse
1	chi- the child abuse prevention
1	the child abuse prevention program,
1	child abuse prevention program, it
1	abuse prevention program, it doesn't
1	prevention program, it doesn't exist
1	program, it doesn't exist anymore.
1	it doesn't exist anymore. okay
1	doesn't exist anymore. okay and
1	exist anymore. okay and that's
1	anymore. okay and that's still
1	okay and that's still the
1	and that's still the health
1	that's still the health department,is
1	still the health department,is that
1	the health department,is that correct?
1	health department,is that correct? uh
1	department,is that correct? uh and
1	that correct? uh and if
1	correct? uh and if you
1	uh and if you could
1	and if you could just
1	if you could just kind
1	you could just kind of
1	could just kind of walk
1	just kind of walk me
1	kind of walk me through
1	of walk me through you-
1	walk me through you- your
1	me through you- your professional
1	through you- your professional a
1	you- your professional a okay.
1	your professional a okay. the
1	professional a okay. the agency
1	a okay. the agency that
1	okay. the agency that would
1	the agency that would be
1	agency that would be helpful.
1	that would be helpful. okay
1	would be helpful. okay uh
1	be helpful. okay uh let's
1	helpful. okay uh let's see
1	okay uh let's see here.
1	uh let's see here. um,
1	let's see here. um, the-
1	see here. um, the- kind
1	here. um, the- kind of
1	um, the- kind of the-
1	the- kind of the- the
1	kind of the- the pos-
1	of the- the pos- like
1	the- the pos- like just
1	the pos- like just the
1	pos- like just the positions
1	like just the positions per
1	just the positions per se?
1	the positions per se? yes,
1	positions per se? yes, exactly.
1	per se? yes, exactly. this
1	se? yes, exactly. this document
1	yes, exactly. this document is
1	exactly. this document is the
1	oregon department of justice. 0
1	department of justice. 0 manhas
1	of justice. 0 manhas sonia
1	justice. 0 manhas sonia interview
1	0 manhas sonia interview transcript
1	mean i (unintelligible) go through
1	i mean i (unintelligible) go
1	2013 page 4 of 46
1	page 4 of 46 manhas
1	4 of 46 manhas wells:
1	of 46 manhas wells: manhas
1	46 manhas wells: manhas wells:
1	yeah, i mean i (unintelligible)
1	whateverlif- yeah, i mean i
1	manhas wells: manhas wells: .
1	wells: manhas wells: . manhas
1	manhas wells: . manhas 2
1	wells: . manhas 2 wells
1	. manhas 2 wells okay
1	manhas 2 wells okay so
1	2 wells okay so by
1	wells okay so by chr-
1	okay so by chr- december
1	so by chr- december i
1	by chr- december i applied
1	chr- december i applied for
1	december i applied for um
1	i applied for um kind
1	applied for um kind of
1	for um kind of an
1	um kind of an entry
1	kind of an entry level
1	of an entry level management
1	an entry level management position
1	entry level management position that
1	level management position that was
1	management position that was a
1	position that was a health
1	that was a health services
1	was a health services specialist
1	a health services specialist and
1	health services specialist and um,
1	services specialist and um, my-
1	specialist and um, my- my
1	and um, my- my first
1	um, my- my first one
1	my- my first one was
1	my first one was a
1	first one was a part
1	one was a part time
1	was a part time position
1	a part time position and
1	part time position and um
1	time position and um so
1	position and um so i
1	and um so i applied
1	um so i applied for
1	so i applied for a
1	i applied for a fulltime
1	applied for a fulltime position
1	for a fulltime position and
1	a fulltime position and just-
1	fulltime position and just- i
1	position and just- i got
1	and just- i got it
1	just- i got it in
1	i got it in december
1	got it in december or
1	it in december or january
1	in december or january and
1	december or january and so
1	or january and so i
1	january and so i transitioned
1	and so i transitioned in
1	so i transitioned in the
1	i transitioned in the new
1	transitioned in the new year
1	in the new year to
1	the new year to a
1	new year to a fulltime
1	year to a fulltime health
1	to a fulltime health services
1	a fulltime health services specialist.
1	fulltime health services specialist. 1
1	health services specialist. 1 okay.
1	services specialist. 1 okay. um,
1	specialist. 1 okay. um, that
1	1 okay. um, that was
1	okay. um, that was working
1	um, that was working predominately
1	that was working predominately on-
1	was working predominately on- you
1	working predominately on- you know
1	predominately on- you know community
1	on- you know community partnerships,
1	you know community partnerships, i
1	know community partnerships, i managed
1	community partnerships, i managed our
1	partnerships, i managed our department's
1	i managed our department's community
1	managed our department's community health
1	our department's community health council,
1	department's community health council, it's
1	community health council, it's an
1	health council, it's an advi--
1	council, it's an advi-- i
1	it's an advi-- i don't
1	an advi-- i don't know
1	advi-- i don't know if
1	or whateverlif- yeah, i mean
1	letter or whateverlif- yeah, i
1	know if you want this
1	if you want this detail?
1	you want this detail? yeah,
1	want this detail? yeah, no
1	this detail? yeah, no it's
1	detail? yeah, no it's good.
1	yeah, no it's good. i'm-
1	no it's good. i'm- it's
1	it's good. i'm- it's just-
1	good. i'm- it's just- you
1	i'm- it's just- you don't
1	it's just- you don't have
1	just- you don't have to
1	you don't have to tell
1	don't have to tell me
1	have to tell me yeah.
1	to tell me yeah. extent
1	tell me yeah. extent what
1	me yeah. extent what you
1	yeah. extent what you were
1	extent what you were doing
1	what you were doing but
1	you were doing but just
1	were doing but just kind
1	doing but just kind of
1	but just kind of the
1	just kind of the rolls
1	kind of the rolls briefly.
1	of the rolls briefly. it'll-
1	the rolls briefly. it'll- it
1	rolls briefly. it'll- it kind
1	briefly. it'll- it kind of
1	it'll- it kind of lays
1	it kind of lays a
1	kind of lays a story
1	of lays a story of
1	lays a story of prevention,
1	a story of prevention, building
1	story of prevention, building prevention
1	of prevention, building prevention in
1	prevention, building prevention in community
1	building prevention in community partnerships
1	prevention in community partnerships and
1	in community partnerships and addressing
1	community partnerships and addressing issues
1	partnerships and addressing issues of
1	and addressing issues of health
1	addressing issues of health equity
1	issues of health equity and
1	of health equity and i
1	health equity and i worked
1	equity and i worked on
1	and i worked on those
1	i worked on those from
1	worked on those from the
1	on those from the child
1	those from the child abuse
1	from the child abuse prevention
1	like letter or whateverlif- yeah,
1	child abuse prevention program to
1	abuse prevention program to the
1	prevention program to the health
1	program to the health services
1	to the health services specialist
1	exchange like letter or whateverlif-
1	health services specialist position and
1	services specialist position and in
1	specialist position and in that
1	position and in that position
1	and in that position it
1	in that position it was
1	that position it was a
1	position it was a bit
1	to exchange like letter or
1	was a bit of a
1	a bit of a generalist
1	bit of a generalist position,
1	of a generalist position, itchance
1	a generalist position, itchance to
1	generalist position, itchance to kind
1	position, itchance to kind of
1	itchance to kind of keep
1	to kind of keep growing
1	kind of keep growing it.
1	of keep growing it. these
1	keep growing it. these started-
1	growing it. these started- these
1	it. these started- these are
1	these started- these are sort
1	started- these are sort of
1	these are sort of the
1	are sort of the seeds
1	sort of the seeds that
1	of the seeds that kind
1	the seeds that kind of
1	seeds that kind of lead
1	that kind of lead to
1	kind of lead to where
1	of lead to where we
1	lead to where we are
1	to where we are today.
1	where we are today. um,
1	we are today. um, that
1	are today. um, that position,
1	today. um, that position, okay,
1	um, that position, okay, let
1	that position, okay, let me
1	position, okay, let me think
1	okay, let me think of
1	let me think of when
1	me think of when i
1	think of when i um-
1	of when i um- some
1	when i um- some structural
1	i um- some structural changes
1	um- some structural changes in
1	some structural changes in the
1	structural changes in the department
1	changes in the department in
1	in the department in terms
1	the department in terms of
1	department in terms of organizational
1	in terms of organizational pieces
1	terms of organizational pieces and
1	of organizational pieces and i
1	organizational pieces and i was
1	pieces and i was moved
1	and i was moved into
1	i was moved into a
1	was moved into a different
1	moved into a different unit
1	into a different unit um
1	a different unit um called
1	different unit um called community
1	unit um called community health
1	um called community health part-
1	called community health part- chp3
1	community health part- chp3 community
1	health part- chp3 community health
1	part- chp3 community health partnerships,
1	chp3 community health partnerships, i
1	community health partnerships, i can't
1	health partnerships, i can't remember
1	partnerships, i can't remember the--
1	i can't remember the-- promotions,
1	can't remember the-- promotions, partnerships
1	remember the-- promotions, partnerships and
1	the-- promotions, partnerships and planning,
1	promotions, partnerships and planning, it
1	partnerships and planning, it was
1	and planning, it was an
1	planning, it was an awkward
1	it was an awkward acronym.
1	was an awkward acronym. okay.
1	an awkward acronym. okay. um,
1	awkward acronym. okay. um, and
1	acronym. okay. um, and then
1	okay. um, and then there
1	um, and then there was
1	and then there was a
1	then there was a position
1	there was a position that
1	was a position that became
1	a position that became available
1	position that became available that
1	that became available that was
1	became available that was a
1	available that was a chonic
1	that was a chonic disease
1	was a chonic disease prevention,
1	a chonic disease prevention, it
1	chonic disease prevention, it was
1	disease prevention, it was tobacco
1	prevention, it was tobacco prevention.
1	it was tobacco prevention. what
1	was tobacco prevention. what year
1	tobacco prevention. what year would
1	prevention. what year would that
1	what year would that have
1	year would that have been?
1	would that have been? i
1	that have been? i had
1	have been? i had my
1	been? i had my daughter
1	i had my daughter in
1	had my daughter in 2004,
1	my daughter in 2004, i'd
1	daughter in 2004, i'd waited
1	in 2004, i'd waited until
1	2004, i'd waited until i
1	i'd waited until i was
1	waited until i was settled
1	until i was settled in
1	i was settled in with
1	was settled in with her,
1	settled in with her, it
1	in with her, it was
1	with her, it was probably
1	her, it was probably about
1	it was probably about 2005.
1	was probably about 2005. okay.
1	probably about 2005. okay. and
1	about 2005. okay. and i
1	2005. okay. and i applied
1	okay. and i applied forthat
1	and i applied forthat uh
1	i applied forthat uh position
1	applied forthat uh position andit
1	forthat uh position andit was
1	uh position andit was the
1	position andit was the same
1	andit was the same classification
1	was the same classification but
1	the same classification but it
1	same classification but it was
1	classification but it was expanding
1	but it was expanding the
1	it was expanding the work
1	was expanding the work so
1	expanding the work so i
1	the work so i applied
1	work so i applied for
1	so i applied for it.
1	i applied for it. okay.
1	applied for it. okay. this
1	for it. okay. this document
1	it. okay. this document is
1	trying to exchange like letter
1	up trying to exchange like
1	end up trying to exchange
1	we end up trying to
1	if we end up trying
1	just if we end up
1	31, 2013 page 5 of46
1	2013 page 5 of46 manhas
1	page 5 of46 manhas 2
1	5 of46 manhas 2 mckennai
1	of46 manhas 2 mckennai manhas
1	manhas 2 mckennai manhas mckenna:
1	2 mckennai manhas mckenna: manhas
1	mckennai manhas mckenna: manhas i
1	manhas mckenna: manhas i kmetic:
1	mckenna: manhas i kmetic: manhas
1	manhas i kmetic: manhas kmetic:
1	i kmetic: manhas kmetic: manhas
1	it's just if we end
1	email, it's just if we
1	kmetic: manhas kmetic: manhas um,
1	manhas kmetic: manhas um, there
1	kmetic: manhas um, there was
1	manhas um, there was a
1	um, there was a seri-there
1	there was a seri-there was
1	was a seri-there was a
1	a seri-there was a change
1	seri-there was a change in
1	was a change in that
1	a change in that position
1	change in that position because
1	in that position because i
1	that position because i wa-
1	position because i wa- i
1	because i wa- i was
1	i wa- i was building
1	wa- i was building it,
1	i was building it, it
1	was building it, it was
1	building it, it was me
1	it, it was me and
1	it was me and a
1	was me and a point
1	me and a point 8
1	and a point 8 health
1	a point 8 health educator.
1	point 8 health educator. it
1	8 health educator. it was
1	health educator. it was very
1	educator. it was very small
1	it was very small and
1	was very small and this
1	very small and this is
1	small and this is where
1	and this is where the
1	this is where the work
1	is where the work really
1	where the work really started
1	the work really started to
1	work really started to take
1	really started to take hold.
1	started to take hold. i
1	to take hold. i think
1	take hold. i think this
1	hold. i think this is
1	i think this is important
1	think this is important to
1	this is important to the
1	is important to the story
1	important to the story because
1	to the story because it--
1	the story because it-- it
1	story because it-- it was
1	because it-- it was a
1	it-- it was a track
1	it was a track record
1	was a track record of-
1	a track record of- i
1	track record of- i was
1	record of- i was building
1	of- i was building capacity
1	i was building capacity for
1	was building capacity for the
1	building capacity for the department
1	capacity for the department to
1	for the department to work
1	the department to work on
1	department to work on partnerships
1	to work on partnerships and
1	work on partnerships and prevention
1	on partnerships and prevention and
1	partnerships and prevention and um
1	and prevention and um started
1	prevention and um started to
1	and um started to seek
1	um started to seek funding,
1	started to seek funding, grants
1	to seek funding, grants and
1	seek funding, grants and stuff
1	funding, grants and stuff that
1	grants and stuff that slowly
1	and stuff that slowly began
1	stuff that slowly began to
1	that slowly began to grow
1	slowly began to grow the
1	began to grow the program.
1	to grow the program. during
1	grow the program. during that
1	the program. during that time
1	program. during that time from
1	during that time from 2005
1	that time from 2005 to
1	time from 2005 to 2009,
1	from 2005 to 2009, i'm-
1	2005 to 2009, i'm- i'm
1	to 2009, i'm- i'm gonna
1	2009, i'm- i'm gonna have
1	i'm- i'm gonna have to
1	i'm gonna have to fumble
1	gonna have to fumble with
1	have to fumble with these
1	to fumble with these days
1	fumble with these days just
1	with these days just a
1	these days just a little
1	days just a little bit
1	just a little bit there
1	a little bit there is
1	little bit there is a
1	bit there is a resume
1	there is a resume of
1	is a resume of hers
1	a resume of hers among
1	resume of hers among the
1	of hers among the public
1	hers among the public documents
1	among the public documents that
1	the public documents that i've
1	public documents that i've seen
1	documents that i've seen when
1	that i've seen when she
1	i've seen when she applied
1	seen when she applied yeah.
1	when she applied yeah. pretty
1	she applied yeah. pretty detailed,
1	applied yeah. pretty detailed, so.
1	yeah. pretty detailed, so. the-
1	pretty detailed, so. the- the-
1	detailed, so. the- the- the-
1	so. the- the- the- the
1	the- the- the- the con-
1	the- the- the con- the
1	the- the con- the parts
1	the con- the parts that's
1	con- the parts that's kind
1	the parts that's kind of
1	parts that's kind of complicated
1	that's kind of complicated in
1	kind of complicated in the
1	of complicated in the nuance
1	complicated in the nuance of
1	in the nuance of the
1	the nuance of the burea-
1	nuance of the burea- bureaucracy
1	of the burea- bureaucracy was
1	the burea- bureaucracy was that
1	burea- bureaucracy was that i
1	bureaucracy was that i was
1	was that i was growing
1	that i was growing the
1	i was growing the work
1	was growing the work and
1	growing the work and as
1	the work and as that
1	work and as that was
1	and as that was happening
1	as that was happening supervisors
1	that was happening supervisors apply
1	was happening supervisors apply for
1	happening supervisors apply for reclasses
1	supervisors apply for reclasses to
1	apply for reclasses to the
1	for reclasses to the position
1	reclasses to the position so
1	to the position so i
1	the position so i was
1	position so i was moving
1	so i was moving and
1	i was moving and ex--
1	was moving and ex-- you
1	moving and ex-- you know
1	and ex-- you know growing
1	ex-- you know growing the
1	you know growing the work
1	know growing the work and
1	growing the work and the
1	the work and the reclassifications
1	work and the reclassifications be--
1	and the reclassifications be-- happened
1	the reclassifications be-- happened and
1	reclassifications be-- happened and that's
1	be-- happened and that's this--
1	happened and that's this-- this
1	and that's this-- this kind
1	that's this-- this kind of
1	this-- this kind of this
1	this kind of this movement
1	kind of this movement that
1	of this movement that i
1	this movement that i started
1	movement that i started to
1	that i started to kind
1	i started to kind of
1	started to kind of develop
1	to kind of develop the
1	kind of develop the capacity
1	of develop the capacity and
1	develop the capacity and also
1	the capacity and also my
1	capacity and also my position
1	and also my position and
1	also my position and scope
1	my position and scope of
1	position and scope of work.
1	and scope of work. is
1	scope of work. is that
1	of work. is that managerial
1	work. is that managerial at
1	is that managerial at that
1	that managerial at that point?
1	managerial at that point? yeah.
1	at that point? yeah. i
1	that point? yeah. i mean
1	point? yeah. i mean are
1	yeah. i mean are you
1	i mean are you supervising
1	mean are you supervising people
1	are you supervising people at
1	you supervising people at that
1	supervising people at that point
1	people at that point or
1	at that point or is
1	that point or is well
1	point or is well the
1	or is well the first
1	is well the first one-
1	well the first one- the
1	the first one- the first-
1	first one- the first- when
1	one- the first- when i
1	the first- when i first
1	first- when i first i
1	when i first i got
1	i first i got the
1	first i got the health
1	i got the health services
1	got the health services specialist
1	health services specialist position it
1	services specialist position it was
1	specialist position it was one
1	position it was one person
1	it was one person and
1	was one person and i
1	one person and i ap-
1	person and i ap- i
1	and i ap- i was
1	i ap- i was able
1	ap- i was able to
1	i was able to get
1	was able to get some
1	able to get some okay.
1	to get some okay. a
1	get some okay. a local
1	some okay. a local foundation
1	okay. a local foundation that
1	a local foundation that brought
1	local foundation that brought in
1	foundation that brought in another
1	that brought in another person.
1	brought in another person. that
1	in another person. that began
1	another person. that began the
1	person. that began the department's
1	that began the department's work
1	began the department's work in
1	the department's work in obesity
1	department's work in obesity prevention,
1	work in obesity prevention, it
1	in obesity prevention, it was
1	obesity prevention, it was the
